study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	fastq_md5	fastq_ftp
PRJNA393472	SAMN07537613	SRX3128001	SRR5970674	1632839	human vaginal metagenome	6793bdcceb784bfb4e420d1dc061491f;b2e2ba00ad66472857c4e1b0ada2ec3d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5970674/SRR5970674_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5970674/SRR5970674_2.fastq.gz
PRJNA393472	SAMN07537614	SRX3128002	SRR5970675	1632839	human vaginal metagenome	91d31d7e831566f67ccc29c317a94492;87102924afd35c4576c279d4f19d3977	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970675/SRR5970675_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970675/SRR5970675_2.fastq.gz
PRJNA393472	SAMN07537616	SRX3128004	SRR5970677	1632839	human vaginal metagenome	fe69eb8470ac746ca76cca1c093fa4b3;41aebe238ff43ae65bca8f67a37ad8d7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970677/SRR5970677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970677/SRR5970677_2.fastq.gz
PRJNA393472	SAMN07537623	SRX3128011	SRR5970684	1632839	human vaginal metagenome	e7a520419a1175bf5a8a832f6ae33cc7;b4e452aac299b5b633e9008b3ebeda98	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5970684/SRR5970684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/004/SRR5970684/SRR5970684_2.fastq.gz
PRJNA393472	SAMN07537624	SRX3128012	SRR5970685	1632839	human vaginal metagenome	825bdf3528133d058d19bfa91e13953a;fa3e3c43881d58572d019d68cb14443a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970685/SRR5970685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970685/SRR5970685_2.fastq.gz
PRJNA393472	SAMN07537626	SRX3128014	SRR5970687	1632839	human vaginal metagenome	3f46d7c4395fd9c75499c15a0b83120a;d27edabbc2b78dadd6377058f32db9c3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970687/SRR5970687_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970687/SRR5970687_2.fastq.gz
PRJNA393472	SAMN07537627	SRX3128015	SRR5970688	1632839	human vaginal metagenome	2620cba3df5f09415b9a450b64e51d1d;762ee9735a1f0d17509a8f319a1afcc4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970688/SRR5970688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970688/SRR5970688_2.fastq.gz
PRJNA393472	SAMN07537628	SRX3128016	SRR5970689	1632839	human vaginal metagenome	d10ab5a88117353058a6f9e1ead1b7c8;aa6351152c8003f03ed42f4d0c932a9e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970689/SRR5970689_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970689/SRR5970689_2.fastq.gz
PRJNA393472	SAMN07537631	SRX3128019	SRR5970692	1632839	human vaginal metagenome	71c16a2babf89f3bb473b87886ac899a;844e2bedf48a81434b06bbc92f210695	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970692/SRR5970692_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970692/SRR5970692_2.fastq.gz
PRJNA393472	SAMN07537632	SRX3128020	SRR5970693	1632839	human vaginal metagenome	7abbf2c3584b2e6a4857376c2e3882b2;401d4136d9c3b1cbca65dfc494bb8b98	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970693/SRR5970693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970693/SRR5970693_2.fastq.gz
PRJNA393472	SAMN07537635	SRX3128023	SRR5970696	1632839	human vaginal metagenome	7a77f75484052dade201c5039d01045f;224dc8e5c580f4c9392ff459414c5653	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970696/SRR5970696_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970696/SRR5970696_2.fastq.gz
PRJNA393472	SAMN07537637	SRX3128025	SRR5970698	1632839	human vaginal metagenome	115157fbc532d7f8ee3e8bc7af684e85;1d7c723045654631a0a478a402192c8e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970698/SRR5970698_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970698/SRR5970698_2.fastq.gz
PRJNA393472	SAMN07537638	SRX3128026	SRR5970699	1632839	human vaginal metagenome	8c6a2e494bf66a8e31a475a62b76b3fe;22a850085b3f30470b72999d818be93c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970699/SRR5970699_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970699/SRR5970699_2.fastq.gz
PRJNA393472	SAMN07537641	SRX3128029	SRR5970702	1632839	human vaginal metagenome	a021c553b3b016f2b240e55fcb7cc145;c392e2b2ac64d473e772d5abc4ab5138	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970702/SRR5970702_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970702/SRR5970702_2.fastq.gz
PRJNA393472	SAMN07537647	SRX3128035	SRR5970708	1632839	human vaginal metagenome	dc5aed90ff9036b999482d821dfc3960;4d2d8de0c65dee76c61bad5b10e3b244	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970708/SRR5970708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970708/SRR5970708_2.fastq.gz
PRJNA393472	SAMN07537649	SRX3128037	SRR5970710	1632839	human vaginal metagenome	406b816f12418dba81866557d4ec8ea7;750296525e4250876e228dd55e63492d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970710/SRR5970710_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970710/SRR5970710_2.fastq.gz
PRJNA393472	SAMN07537651	SRX3128039	SRR5970712	1632839	human vaginal metagenome	7fb1d4c31fc8ca431b3ab9d24e2cb3fb;47757edb4805b776bbf8c92774497551	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970712/SRR5970712_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970712/SRR5970712_2.fastq.gz
PRJNA393472	SAMN07537652	SRX3128040	SRR5970713	1632839	human vaginal metagenome	8cca3699e459f2bf21faa2cf6932bb6e;8d184049b3bb3d43cbb50e596457441d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970713/SRR5970713_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970713/SRR5970713_2.fastq.gz
PRJNA393472	SAMN07537655	SRX3128043	SRR5970716	1632839	human vaginal metagenome	90f4a2253c86275708ec4f2ae574d9c1;0298320783c026f3943f2cfed117aef4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970716/SRR5970716_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970716/SRR5970716_2.fastq.gz
PRJNA393472	SAMN07537657	SRX3128045	SRR5970718	1632839	human vaginal metagenome	9d168f4f7544d468ef7a8996c05b7e40;08b70448b03d38dcbdfc2130df917df4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970718/SRR5970718_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970718/SRR5970718_2.fastq.gz
PRJNA393472	SAMN07537661	SRX3128049	SRR5970722	1632839	human vaginal metagenome	dce06fe5f526c6036c6555a130f840bb;f7a562c7cb5897e11549a3996be99d9f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970722/SRR5970722_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970722/SRR5970722_2.fastq.gz
PRJNA393472	SAMN07537666	SRX3128054	SRR5970727	1632839	human vaginal metagenome	4da587dc81fb11376f49cd7466d9992e;a15e800f5e084b8887f0b24a9bd3373d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970727/SRR5970727_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970727/SRR5970727_2.fastq.gz
PRJNA393472	SAMN07537667	SRX3128055	SRR5970728	1632839	human vaginal metagenome	e1591982ace559bac5561decc963ec8c;f8670e987457621432e0e5b022754473	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970728/SRR5970728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970728/SRR5970728_2.fastq.gz
PRJNA393472	SAMN07537669	SRX3128057	SRR5970730	1632839	human vaginal metagenome	413cc2767cfc2c0de6369798dc9d6d0e;161da6a64d80e61f4e881f80e49f6092	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970730/SRR5970730_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970730/SRR5970730_2.fastq.gz
PRJNA393472	SAMN07537670	SRX3128058	SRR5970731	1632839	human vaginal metagenome	9871dc09f534f08003422df2efb0d9e8;badc630db8bc17a2a407a4c8b6d9fe36	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970731/SRR5970731_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970731/SRR5970731_2.fastq.gz
PRJNA393472	SAMN07537672	SRX3128060	SRR5970733	1632839	human vaginal metagenome	4a0a6243f7c612f161e90a34e4424c26;676c6321afa887dbfd6ecabe38330b21	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970733/SRR5970733_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970733/SRR5970733_2.fastq.gz
PRJNA393472	SAMN07537677	SRX3128065	SRR5970738	1632839	human vaginal metagenome	aba5cefa03c2604e250613e31d4a2557;cb477fc6e23ac6449bb3ccd285250fc1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970738/SRR5970738_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970738/SRR5970738_2.fastq.gz
PRJNA393472	SAMN07537679	SRX3128067	SRR5970740	1632839	human vaginal metagenome	daf80345bf15d28f5b24a7f783b5eaa0;570f35d3863d71c4ecf67b1363657e6e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970740/SRR5970740_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970740/SRR5970740_2.fastq.gz
PRJNA393472	SAMN07537681	SRX3128069	SRR5970742	1632839	human vaginal metagenome	925fbeb67a8efb4f30d2bbaab354a053;cb2642ebc6d6f726dff02f9c6ff0fb9d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970742/SRR5970742_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970742/SRR5970742_2.fastq.gz
PRJNA393472	SAMN07537684	SRX3128072	SRR5970745	1632839	human vaginal metagenome	59f28ad8320fa65b2f176682c1442b9c;d097dda9a15ead061fe762b9a27ad747	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970745/SRR5970745_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970745/SRR5970745_2.fastq.gz
PRJNA393472	SAMN07537685	SRX3128073	SRR5970746	1632839	human vaginal metagenome	c23670fbb96d7da9929fe0ee3bf22618;f935d38dc01097ac91c6ed0344112ec4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970746/SRR5970746_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970746/SRR5970746_2.fastq.gz
PRJNA393472	SAMN07537686	SRX3128074	SRR5970747	1632839	human vaginal metagenome	369a2ba168d617827d30e7532b7b9e24;8f4dc2c7efca6dd56835e783d3d5137b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970747/SRR5970747_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970747/SRR5970747_2.fastq.gz
PRJNA393472	SAMN07537688	SRX3128076	SRR5970749	1632839	human vaginal metagenome	92d0c4043903d594440d9778208d75aa;c51ce2030c18d586e01f8745d041bb60	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970749/SRR5970749_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970749/SRR5970749_2.fastq.gz
PRJNA393472	SAMN07537698	SRX3128086	SRR5970759	1632839	human vaginal metagenome	7c0668c7f8dbce3a73c084d56b3d1d35;9bf3b6febc81eca83460c4d2b763d264	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970759/SRR5970759_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970759/SRR5970759_2.fastq.gz
PRJNA393472	SAMN07537700	SRX3128088	SRR5970761	1632839	human vaginal metagenome	77fa2b7acc4216b457432451f871ff11;5e5ce06b9021995dc7f8494a5fc7c23b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970761/SRR5970761_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970761/SRR5970761_2.fastq.gz
PRJNA393472	SAMN07537704	SRX3128092	SRR5970765	1632839	human vaginal metagenome	9f9048dd0b712185ebf746a7c0db7d49;f1f922119132154a512f7c1f4da5b808	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970765/SRR5970765_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970765/SRR5970765_2.fastq.gz
PRJNA393472	SAMN07537709	SRX3128097	SRR5970770	1632839	human vaginal metagenome	a75bd1c5dc08660ba0482230b0cfafba;64df22932598ad5a0eb0fa370c3c897a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970770/SRR5970770_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970770/SRR5970770_2.fastq.gz
PRJNA393472	SAMN07537712	SRX3128100	SRR5970773	1632839	human vaginal metagenome	b2e4590cb4d8510801ed2b7be129e39e;c8b90f3e58ea657a7ca93b2f2e2194ad	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970773/SRR5970773_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970773/SRR5970773_2.fastq.gz
PRJNA393472	SAMN07537714	SRX3128102	SRR5970775	1632839	human vaginal metagenome	575568c31e32698d1c967396275fa80c;d5bf2e47bd59525bb629bb4981ebc5eb	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970775/SRR5970775_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970775/SRR5970775_2.fastq.gz
PRJNA393472	SAMN07537716	SRX3128104	SRR5970777	1632839	human vaginal metagenome	c88787990e08ce5288a8c21dac5bb096;857bd41b3be8c6c68e54773320683c7e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970777/SRR5970777_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970777/SRR5970777_2.fastq.gz
PRJNA393472	SAMN07537719	SRX3128107	SRR5970780	1632839	human vaginal metagenome	35846e76736b03287d1921214c98e296;6ea23002d908cec821abcf6cc5f2ef45	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970780/SRR5970780_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970780/SRR5970780_2.fastq.gz
PRJNA393472	SAMN07537720	SRX3128108	SRR5970781	1632839	human vaginal metagenome	438910d1eb8f116b1ecd1ff5994e55dd;6e728d2a782da665f31fb501095dc037	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970781/SRR5970781_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/001/SRR5970781/SRR5970781_2.fastq.gz
PRJNA393472	SAMN07537722	SRX3128110	SRR5970783	1632839	human vaginal metagenome	3df8987744cdff14ebaf165e85de499f;0de75d1f042d780151a16b2286e9da31	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970783/SRR5970783_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970783/SRR5970783_2.fastq.gz
PRJNA393472	SAMN07537727	SRX3128115	SRR5970788	1632839	human vaginal metagenome	abd21cb020336079e71dd2fd84d3a4db;896708d3a6fad10c1b451386ec60cffa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970788/SRR5970788_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970788/SRR5970788_2.fastq.gz
PRJNA393472	SAMN07537729	SRX3128117	SRR5970790	1632839	human vaginal metagenome	07fcaf07834e7870409ec4acabb8cb23;6188b1f46a25724b15fc6b7aa313113e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970790/SRR5970790_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970790/SRR5970790_2.fastq.gz
PRJNA393472	SAMN07537732	SRX3128120	SRR5970793	1632839	human vaginal metagenome	f47646aa986acaa3b862b7081444e128;269ee1f7f2b55275e096b1b8230d1db1	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970793/SRR5970793_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970793/SRR5970793_2.fastq.gz
PRJNA393472	SAMN07537734	SRX3128122	SRR5970795	1632839	human vaginal metagenome	dfe67c21fb548067fcf9a06058a7c5c3;6b42596b810823a53971f451a89c9758	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970795/SRR5970795_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970795/SRR5970795_2.fastq.gz
PRJNA393472	SAMN07537736	SRX3128124	SRR5970797	1632839	human vaginal metagenome	560e6d60c946432239ad5acfa340466e;da4a14b875eeffcfc5131d1a74345bff	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970797/SRR5970797_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970797/SRR5970797_2.fastq.gz
PRJNA393472	SAMN07537742	SRX3128130	SRR5970803	1632839	human vaginal metagenome	98938077ddf89652f1d85917e697af9a;db038e76c3276ee357f088f0ed6b7976	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970803/SRR5970803_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970803/SRR5970803_2.fastq.gz
PRJNA393472	SAMN07537745	SRX3128133	SRR5970806	1632839	human vaginal metagenome	bb3b32bce7e524c6527c7dd1ad2950bd;49de5a72d01b1ca3df26069d50dbb2c9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970806/SRR5970806_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970806/SRR5970806_2.fastq.gz
PRJNA393472	SAMN07537746	SRX3128134	SRR5970807	1632839	human vaginal metagenome	dd19bdd6d251bec634a8a837566e4a4e;79292406fd13e6b8336d11348acd763a	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970807/SRR5970807_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970807/SRR5970807_2.fastq.gz
PRJNA393472	SAMN07537747	SRX3128135	SRR5970808	1632839	human vaginal metagenome	4057fd9b6c63ccf8a6e5e6f15d312e7a;51850df100e1e35fffa89b46e4d290e7	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970808/SRR5970808_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970808/SRR5970808_2.fastq.gz
PRJNA393472	SAMN07537764	SRX3128152	SRR5970825	1632839	human vaginal metagenome	f1a6b9494371d84118d5fc45d310a2e4;6893bb77f9746b93a68132a798318be3	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970825/SRR5970825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970825/SRR5970825_2.fastq.gz
PRJNA393472	SAMN07537765	SRX3128153	SRR5970826	1632839	human vaginal metagenome	3dcff2708c6a547cb39eb1e3bff3b7bc;c8f913149844838f52d3d2b79f451282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970826/SRR5970826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970826/SRR5970826_2.fastq.gz
PRJNA393472	SAMN07537766	SRX3128154	SRR5970827	1632839	human vaginal metagenome	8c645a534409e976e49325223d051039;8c6821cf01f2abcb9af1f9dc609fdb1d	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970827/SRR5970827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970827/SRR5970827_2.fastq.gz
PRJNA393472	SAMN07537767	SRX3128155	SRR5970828	1632839	human vaginal metagenome	023fbe86b5bef2e67239d2bd2b0cb748;3906d4814d890c944eddde31549ba850	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970828/SRR5970828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/008/SRR5970828/SRR5970828_2.fastq.gz
PRJNA393472	SAMN07537768	SRX3128156	SRR5970829	1632839	human vaginal metagenome	c13d3d18906b61d80f916e82593092df;f815665bfffbc75df1c9231ab8036445	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970829/SRR5970829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970829/SRR5970829_2.fastq.gz
PRJNA393472	SAMN07537771	SRX3128159	SRR5970832	1632839	human vaginal metagenome	e6ad4202577880a3ff51273658f65557;256b4d3758bf07aa24d967825e6438db	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970832/SRR5970832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970832/SRR5970832_2.fastq.gz
PRJNA393472	SAMN07537781	SRX3128169	SRR5970842	1632839	human vaginal metagenome	8aad70fc34e322eac5bd5f62eedbfbe0;b29cd20de80bf5e38a5bdffae1d0862e	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970842/SRR5970842_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970842/SRR5970842_2.fastq.gz
PRJNA393472	SAMN07537789	SRX3128177	SRR5970850	1632839	human vaginal metagenome	918dfa689d4353441bb83c7d61781f56;dfdcec5c9b2657453f2e160883fe3282	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970850/SRR5970850_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970850/SRR5970850_2.fastq.gz
PRJNA393472	SAMN07537794	SRX3128182	SRR5970855	1632839	human vaginal metagenome	e6a7271cd65d0dbc16c75cc7a585ade9;61dd10113b10a9bebe305a295ba5e1b4	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970855/SRR5970855_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970855/SRR5970855_2.fastq.gz
PRJNA393472	SAMN07537795	SRX3128183	SRR5970856	1632839	human vaginal metagenome	df2607c1b76bda5b74ce88de641de030;a912165695521bd66b5364ecac49a857	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970856/SRR5970856_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/006/SRR5970856/SRR5970856_2.fastq.gz
PRJNA393472	SAMN07537798	SRX3128186	SRR5970859	1632839	human vaginal metagenome	ddfa972a63c8b8f1ddd76abd5b435b77;7098e0d11e43c8bf86f3c92811daf8db	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970859/SRR5970859_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/009/SRR5970859/SRR5970859_2.fastq.gz
PRJNA393472	SAMN07537799	SRX3128187	SRR5970860	1632839	human vaginal metagenome	bc163a83cfd03bf0742679573398f677;64b6dc5158c4de03cfd24a21afe5c7aa	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970860/SRR5970860_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970860/SRR5970860_2.fastq.gz
PRJNA393472	SAMN07537801	SRX3128189	SRR5970862	1632839	human vaginal metagenome	e63e890c2d2fadc5270ee33d1463d639;10fde1554789535c649da6b31210f62f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970862/SRR5970862_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/002/SRR5970862/SRR5970862_2.fastq.gz
PRJNA393472	SAMN07537804	SRX3128192	SRR5970865	1632839	human vaginal metagenome	856e24c294ead8825237fea02966ae40;2eb648a8109b6b7fc8dbc7968a0d7913	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970865/SRR5970865_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970865/SRR5970865_2.fastq.gz
PRJNA393472	SAMN07537806	SRX3128194	SRR5970867	1632839	human vaginal metagenome	55231f41c9ae11591ad656b7ab59d26d;7fa6da27f1a0c58f6748861ab52af90f	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970867/SRR5970867_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/007/SRR5970867/SRR5970867_2.fastq.gz
PRJNA393472	SAMN07537809	SRX3128197	SRR5970870	1632839	human vaginal metagenome	530836f3d1262fa0c7acd988971a1e26;33f4a8ece5b9c17629556b64c8dfd39c	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970870/SRR5970870_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/000/SRR5970870/SRR5970870_2.fastq.gz
PRJNA393472	SAMN07537812	SRX3128200	SRR5970873	1632839	human vaginal metagenome	df0be85986fcf96086c6752310ba02f5;0d76e2c3114b35519e2c28c852cc50b9	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970873/SRR5970873_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/003/SRR5970873/SRR5970873_2.fastq.gz
PRJNA393472	SAMN07537814	SRX3128202	SRR5970875	1632839	human vaginal metagenome	5edc9c0ce65cfb4545ddf5fe1fd42a8f;37e3e3c2588f25e49d0c3bc8e7c9591b	ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970875/SRR5970875_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR597/005/SRR5970875/SRR5970875_2.fastq.gz
