study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	submitted_md5	submitted_ftp	sample_alias
PRJEB30642	SAMEA5208143	ERX3120492	ERR3046902	9606	Homo sapiens	79eadf357b7beee03aaaec4e8908fc6b;34f114173d8232cd0e2748d7b6c6ef99	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046902/4985-M267-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046902/4985-M267-MS28F-388R_R2.fastq.gz	1496
PRJEB30642	SAMEA5208145	ERX3120494	ERR3046904	9606	Homo sapiens	a20520a813eb91acf0e56d9a48f959f6;523ef70c5b533734e0438fc29b2cb498	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046904/4985-M270-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046904/4985-M270-MS28F-388R_R2.fastq.gz	1498
PRJEB30642	SAMEA5208149	ERX3120498	ERR3046908	9606	Homo sapiens	6401840f4b2379a9a041502136c181fc;bb15c920d63fb36b87d70600f1cef62b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046908/4985-M275-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046908/4985-M275-MS28F-388R_R2.fastq.gz	1502
PRJEB30642	SAMEA5208152	ERX3120501	ERR3046911	9606	Homo sapiens	c3f801214c3a66ee69525acaf08bf7e0;56f394153a64edf593193ae081549918	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046911/4985-M278-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046911/4985-M278-MS28F-388R_R2.fastq.gz	1505
PRJEB30642	SAMEA5208156	ERX3120505	ERR3046915	9606	Homo sapiens	14d7a548a9999b6307d825821381fa7d;0664564dca18b17e2eac476c8c6e26b3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046915/4985-M282-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046915/4985-M282-MS28F-388R_R2.fastq.gz	1509
PRJEB30642	SAMEA5208157	ERX3120506	ERR3046916	9606	Homo sapiens	27c8bbec3dec8e722b808627d248b29e;8d061e0274cb12f57608a61c4703b02e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046916/4985-M283-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046916/4985-M283-MS28F-388R_R2.fastq.gz	1510
PRJEB30642	SAMEA5208161	ERX3120510	ERR3046920	9606	Homo sapiens	8d6d8146535c8b49c085dca4eba681a9;101ce7911dafc05a15a4ce1c71bf0bed	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046920/4985-M288-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046920/4985-M288-MS28F-388R_R2.fastq.gz	1514
PRJEB30642	SAMEA5208167	ERX3120516	ERR3046926	9606	Homo sapiens	b4bba69fe1d09d583ac21363acd75dd5;219fdab6f6ba1f86f3afa8d960124927	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046926/4985-M296-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046926/4985-M296-MS28F-388R_R2.fastq.gz	1520
PRJEB30642	SAMEA5208168	ERX3120517	ERR3046927	9606	Homo sapiens	329938ff39a847e3158ad3d420fb79aa;37870ba3bb01ef0f463021472dfc842e	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046927/4985-M297-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046927/4985-M297-MS28F-388R_R2.fastq.gz	1521
PRJEB30642	SAMEA5208171	ERX3120520	ERR3046930	9606	Homo sapiens	6f30393ecaa0b18353d8a03391322269;aa1a7d8902be33ac427edb14f933c7f4	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046930/4985-M300-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046930/4985-M300-MS28F-388R_R2.fastq.gz	1524
PRJEB30642	SAMEA5207919	ERX3120268	ERR3046678	9606	Homo sapiens	017a5611a0a9e253d88927ec992e2dbd;56045c0c6d7345c3b6fe2ff80cfc936b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046678/3151-112-MS28F-388R_S272_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046678/3151-112-MS28F-388R_S272_L001_R2_001.fastq.gz	1272
PRJEB30642	SAMEA5207920	ERX3120269	ERR3046679	9606	Homo sapiens	4d9a8727ecd7d53038e7c9d499a39bee;6cedbe2ccfd92f0c5ea6665e758f7d12	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046679/3151-118-MS28F-388R_S20_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046679/3151-118-MS28F-388R_S20_L001_R2_001.fastq.gz	1273
PRJEB30642	SAMEA5207922	ERX3120271	ERR3046681	9606	Homo sapiens	b0da2a06bc05b3790eedc9d8fbc79b3a;9a560e0e6addfb870eed6b811e254ec3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046681/3151-124-MS28F-388R_S284_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046681/3151-124-MS28F-388R_S284_L001_R2_001.fastq.gz	1275
PRJEB30642	SAMEA5207927	ERX3120276	ERR3046686	9606	Homo sapiens	6dff54be7fd0ea4c61549ff2f4753f20;b4fbd3e1366770e45ddd634cf241ef8b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046686/3151-30-MS28F-388R_S138_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046686/3151-30-MS28F-388R_S138_L001_R2_001.fastq.gz	1280
PRJEB30642	SAMEA5207928	ERX3120277	ERR3046687	9606	Homo sapiens	2e3ae9700aaeadf031e00407b7d77fe8;77828404d7ff89ae8dd949801b6e09a7	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046687/3151-31-MS28F-388R_S6_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046687/3151-31-MS28F-388R_S6_L001_R2_001.fastq.gz	1281
PRJEB30642	SAMEA5207929	ERX3120278	ERR3046688	9606	Homo sapiens	025f442c3249083ff959fa30c60fa106;c42ee893dda7d173eeee4b7417b513a7	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046688/3151-33-MS28F-388R_S141_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046688/3151-33-MS28F-388R_S141_L001_R2_001.fastq.gz	1282
PRJEB30642	SAMEA5207932	ERX3120281	ERR3046691	9606	Homo sapiens	00abc915220152a0c88469dc012bdec4;9969bb203da57a499bc69a6ac25273f5	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046691/3151-36-MS28F-388R_S144_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046691/3151-36-MS28F-388R_S144_L001_R2_001.fastq.gz	1285
PRJEB30642	SAMEA5207937	ERX3120286	ERR3046696	9606	Homo sapiens	44bddf1ff61917fdedc75c2a49e9c100;a9ffd72be135ebc99794d14f4e90240c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046696/3151-42-MS28F-388R_S150_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046696/3151-42-MS28F-388R_S150_L001_R2_001.fastq.gz	1290
PRJEB30642	SAMEA5207944	ERX3120293	ERR3046703	9606	Homo sapiens	0df149e0ea8e92a3fdd672ce9ebaf4c0;7cb2bcfd547c71fc3fded8524625c837	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046703/3974-88-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046703/3974-88-MS28F-388R_R2.fastq.gz	1297
PRJEB30642	SAMEA5207945	ERX3120294	ERR3046704	9606	Homo sapiens	df21d941d7c40abbad87e7baa810cd40;09a4c7d4f555d81a56536d1c147df730	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046704/3974-89-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046704/3974-89-MS28F-388R_R2.fastq.gz	1298
PRJEB30642	SAMEA5207952	ERX3120301	ERR3046711	9606	Homo sapiens	723c7d41832c2ce2c623602b23d153bb;bd98c5b7fbed5d4d83bfb651d595b0e5	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046711/3974-96-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046711/3974-96-MS28F-388R_R2.fastq.gz	1305
PRJEB30642	SAMEA5207953	ERX3120302	ERR3046712	9606	Homo sapiens	9f6f58466210f99d1cf10bd45dc5b696;7d8424f587da09389c4c3c74d8aff42a	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046712/3974-97-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046712/3974-97-MS28F-388R_R2.fastq.gz	1306
PRJEB30642	SAMEA5207956	ERX3120305	ERR3046715	9606	Homo sapiens	0deb9574e32382da9dfe755d5b15774d;f84c6fb997f1c624ab1f709d193ada89	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046715/4711-260-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046715/4711-260-MS28F-388R_R2.fastq.gz	1309
PRJEB30642	SAMEA5207957	ERX3120306	ERR3046716	9606	Homo sapiens	33f260e6ea370f8478a4c6031681f757;a3a6c6c52e6f66c91b99f7e5a32381e2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046716/4711-278-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046716/4711-278-MS28F-388R_R2.fastq.gz	1310
PRJEB30642	SAMEA5207959	ERX3120308	ERR3046718	9606	Homo sapiens	1c68afb5079c52cbb946e510be6ef78a;3edb79e4ae2651329a07da75703769ab	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046718/4711-310-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046718/4711-310-MS28F-388R_R2.fastq.gz	1312
PRJEB30642	SAMEA5207960	ERX3120309	ERR3046719	9606	Homo sapiens	f7e73f259c9181f58f2a95ffcaf83b0b;4468e480c145f4b01b11064917c4866f	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046719/4711-344-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046719/4711-344-MS28F-388R_R2.fastq.gz	1313
PRJEB30642	SAMEA5207961	ERX3120310	ERR3046720	9606	Homo sapiens	135b6f6aa25cca5cb7cfacbd20ce3adb;246da2fb58b140001bd87acfd26b5982	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046720/4711-387-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046720/4711-387-MS28F-388R_R2.fastq.gz	1314
PRJEB30642	SAMEA5207962	ERX3120311	ERR3046721	9606	Homo sapiens	4120c820be115c12bcc2d899a0b9608a;ea05e81e5b85958c04ef8d17085ad5f3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046721/4711-509-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046721/4711-509-MS28F-388R_R2.fastq.gz	1315
PRJEB30642	SAMEA5207969	ERX3120318	ERR3046728	9606	Homo sapiens	54bf4534951d0b61fdb08f6a9704ba23;d6a9bf604b8661b1e65fcedbcf3c0757	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046728/4985-238-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046728/4985-238-MS28F-388R_R2.fastq.gz	1322
PRJEB30642	SAMEA5207971	ERX3120320	ERR3046730	9606	Homo sapiens	9f8c8d64dd1c0ca7cbf0ba8df97189cb;1798f651d1990f7c6a944f90d3f69191	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046730/4985-259-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046730/4985-259-MS28F-388R_R2.fastq.gz	1324
PRJEB30642	SAMEA5207976	ERX3120325	ERR3046735	9606	Homo sapiens	3b55ba24c0f2ae96fe8b130a1af9665c;24648c99ba82bc0658743313bdc65636	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046735/4985-294-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046735/4985-294-MS28F-388R_R2.fastq.gz	1329
PRJEB30642	SAMEA5207977	ERX3120326	ERR3046736	9606	Homo sapiens	1e30c2992eb98acc798c24d6115e2066;e0fe02cf4e94e6c3a9f588c5fcc70071	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046736/4985-295-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046736/4985-295-MS28F-388R_R2.fastq.gz	1330
PRJEB30642	SAMEA5207979	ERX3120328	ERR3046738	9606	Homo sapiens	7a18cbe787bd420eff2ab0c95bf986f9;500a8de7c2ffc65a73b6e9bdd08cedf2	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046738/4985-306-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046738/4985-306-MS28F-388R_R2.fastq.gz	1332
PRJEB30642	SAMEA5207980	ERX3120329	ERR3046739	9606	Homo sapiens	c7ac3fe34ac9f187d70eafbba5f73f25;4b0ff89557fdfc5d23fc4a76f84d0d4b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046739/4985-307-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046739/4985-307-MS28F-388R_R2.fastq.gz	1333
PRJEB30642	SAMEA5207983	ERX3120332	ERR3046742	9606	Homo sapiens	3c22c71809b3e9266115f3321216b365;1ca27d321ed7215b8c7ccb573185f57c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046742/4985-342-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046742/4985-342-MS28F-388R_R2.fastq.gz	1336
PRJEB30642	SAMEA5207984	ERX3120333	ERR3046743	9606	Homo sapiens	6b011592314a6fe9d0e3a1a56817ac98;78a79a7b55848b42e6f2c400942c50b9	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046743/4985-343-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046743/4985-343-MS28F-388R_R2.fastq.gz	1337
PRJEB30642	SAMEA5207988	ERX3120337	ERR3046747	9606	Homo sapiens	7cd769aa40b665a1e236ec444005e6f5;8714104cccc34e2c3baaa86621c157de	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046747/4985-508-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046747/4985-508-MS28F-388R_R2.fastq.gz	1341
PRJEB30642	SAMEA5207989	ERX3120338	ERR3046748	9606	Homo sapiens	bf8c428c4c6ce44c68ac3329f761f8f9;9e56bef19d0750f3d47edd761f2120c6	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046748/4985-510-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046748/4985-510-MS28F-388R_R2.fastq.gz	1342
PRJEB30642	SAMEA5207991	ERX3120340	ERR3046750	9606	Homo sapiens	b54dd55aed5b61b6ad160f3aea60e110;b59fbcdc36f51d7133bed58031ca1398	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046750/4985-524-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046750/4985-524-MS28F-388R_R2.fastq.gz	1344
PRJEB30642	SAMEA5207992	ERX3120341	ERR3046751	9606	Homo sapiens	ac3bb2bc38533158f13119befeac2483;373cd6ae83575c92e442463d8c4d2b22	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046751/4985-525-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046751/4985-525-MS28F-388R_R2.fastq.gz	1345
PRJEB30642	SAMEA5207994	ERX3120343	ERR3046753	9606	Homo sapiens	12c41735f4366d7745419803d49a4881;386e484f0681ef981f9dcd6a74da190c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046753/4985-539-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046753/4985-539-MS28F-388R_R2.fastq.gz	1347
PRJEB30642	SAMEA5207996	ERX3120345	ERR3046755	9606	Homo sapiens	7a7df51f691042e156465ab9d7a65867;dd73a48f6aa3601de97a6fa33b1296a3	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046755/4985-541-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046755/4985-541-MS28F-388R_R2.fastq.gz	1349
PRJEB30642	SAMEA5208002	ERX3120351	ERR3046761	9606	Homo sapiens	ae6b67277562b4908a192167869bf433;318963078689bcf46d0670b682b0ce03	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046761/4985-B116-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046761/4985-B116-MS28F-388R_R2.fastq.gz	1355
PRJEB30642	SAMEA5208007	ERX3120356	ERR3046766	9606	Homo sapiens	0e31d689bcc8b9917fff3e5fb37127c3;1d3805ed258a99da06fd7ed1221463be	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046766/4985-B131-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046766/4985-B131-MS28F-388R_R2.fastq.gz	1360
PRJEB30642	SAMEA5208008	ERX3120357	ERR3046767	9606	Homo sapiens	b1fa8b48202d872cb40387b399877e6d;b3da697406c43b30db47dbaad7638d3b	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046767/4985-B132-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046767/4985-B132-MS28F-388R_R2.fastq.gz	1361
PRJEB30642	SAMEA5208009	ERX3120358	ERR3046768	9606	Homo sapiens	e9d794b04549c405eecf2969dd0a18e4;0355be1941e45551569c20895376152c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046768/4985-B134-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046768/4985-B134-MS28F-388R_R2.fastq.gz	1362
PRJEB30642	SAMEA5208010	ERX3120359	ERR3046769	9606	Homo sapiens	8bc83ab0ddbebfbab49fafcfb1969348;f148eed4f240ac87f7340b3addb9ca78	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046769/4985-B135-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046769/4985-B135-MS28F-388R_R2.fastq.gz	1363
PRJEB30642	SAMEA5208018	ERX3120367	ERR3046777	9606	Homo sapiens	03557e75a293a131cb06725a2abc2680;dfbfaf00637c50c66f2fb12115ebe878	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046777/4985-B150-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046777/4985-B150-MS28F-388R_R2.fastq.gz	1371
PRJEB30642	SAMEA5208019	ERX3120368	ERR3046778	9606	Homo sapiens	743b6d883fae00eed2e6e38c599a2107;e6faad1074345b6511e9192ab47d3784	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046778/4985-B151-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046778/4985-B151-MS28F-388R_R2.fastq.gz	1372
PRJEB30642	SAMEA5208021	ERX3120370	ERR3046780	9606	Homo sapiens	55d448fdf2075fe17bd9c6f12ee527bb;79d5c5456b98c16146df11447ca3c822	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046780/4985-B154-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046780/4985-B154-MS28F-388R_R2.fastq.gz	1374
PRJEB30642	SAMEA5208026	ERX3120375	ERR3046785	9606	Homo sapiens	68218110c00cf828f9ce66187316f946;2771c4056b949681c1279b41a3906a84	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046785/4985-B160-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046785/4985-B160-MS28F-388R_R2.fastq.gz	1379
PRJEB30642	SAMEA5208029	ERX3120378	ERR3046788	9606	Homo sapiens	d64d947b38c6326caa6d1dfb329446cd;ee66c91cbf480181b78b7229e5b2ae70	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046788/4985-B163-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046788/4985-B163-MS28F-388R_R2.fastq.gz	1382
PRJEB30642	SAMEA5208031	ERX3120380	ERR3046790	9606	Homo sapiens	eec627b6c0cf4f05050b51b750231db8;ff759b24884345ac8ab9b7c2b9ebcc43	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046790/4985-B167-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046790/4985-B167-MS28F-388R_R2.fastq.gz	1384
PRJEB30642	SAMEA5208034	ERX3120383	ERR3046793	9606	Homo sapiens	f221b7e5527a4c1aafc097c355989437;ec7bcf7bf6a37bfc51212faca13124ac	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046793/4985-B173-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046793/4985-B173-MS28F-388R_R2.fastq.gz	1387
PRJEB30642	SAMEA5208037	ERX3120386	ERR3046796	9606	Homo sapiens	c12ec14715241f8ecfcacc43a7a9c6fd;769b9d696c38a15ce2df960b0a04533c	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046796/4985-B177-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046796/4985-B177-MS28F-388R_R2.fastq.gz	1390
PRJEB30642	SAMEA5208038	ERX3120387	ERR3046797	9606	Homo sapiens	c62b01d75ab67895fff85ac8db09edd0;80236e72a61d24360571d02a742000d4	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046797/4985-B178-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046797/4985-B178-MS28F-388R_R2.fastq.gz	1391
PRJEB30642	SAMEA5208039	ERX3120388	ERR3046798	9606	Homo sapiens	484a612c65ce2efe433ccb2ba15d3a4c;56d4efa0ebeaeae7c8b99d9681e678ec	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046798/4985-B179-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046798/4985-B179-MS28F-388R_R2.fastq.gz	1392
PRJEB30642	SAMEA5208043	ERX3120392	ERR3046802	9606	Homo sapiens	731a2ba140ed1f03ed898717a564cfd1;448f4e6ce000c3649116cbd90392eb19	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046802/4985-B186-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046802/4985-B186-MS28F-388R_R2.fastq.gz	1396
PRJEB30642	SAMEA5208044	ERX3120393	ERR3046803	9606	Homo sapiens	6b3b4802a7cb245177347942589ffa0a;212af639452e39259a866af919673212	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046803/4985-B187-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046803/4985-B187-MS28F-388R_R2.fastq.gz	1397
PRJEB30642	SAMEA5208045	ERX3120394	ERR3046804	9606	Homo sapiens	880aafb8e919e4630414bce3c18c8737;5bfe8b5eb0fcaffd09d994a6b3ca14e6	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046804/4985-B189-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046804/4985-B189-MS28F-388R_R2.fastq.gz	1398
PRJEB30642	SAMEA5208047	ERX3120396	ERR3046806	9606	Homo sapiens	894aa537b5d50a0bdb58b4a44ff650ab;633783c87ec6a09a91ec14ba4a297b98	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046806/4985-B193-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046806/4985-B193-MS28F-388R_R2.fastq.gz	1400
PRJEB30642	SAMEA5208052	ERX3120401	ERR3046811	9606	Homo sapiens	aefd866a9ddd5db885e623a26d06eba9;9e2466cf0371903002df1e7bc4d16d1d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046811/4985-B199-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046811/4985-B199-MS28F-388R_R2.fastq.gz	1405
PRJEB30642	SAMEA5208057	ERX3120406	ERR3046816	9606	Homo sapiens	8a80077c6d5a8d06ac16bb51886f522c;56af551c1f0630a15dccdaf0a8ed6bf0	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046816/4985-B207-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046816/4985-B207-MS28F-388R_R2.fastq.gz	1410
PRJEB30642	SAMEA5208062	ERX3120411	ERR3046821	9606	Homo sapiens	7d05d0792092f9d4a27e882f1163450b;1b2eb8afa4419df2fb9d1cb7a5208459	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046821/4985-B81-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046821/4985-B81-MS28F-388R_R2.fastq.gz	1415
PRJEB30642	SAMEA5208068	ERX3120417	ERR3046827	9606	Homo sapiens	b96335186b9cbe8d584ee623099e18e3;8b6c322e70597e61a7a61bd1d4c92162	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046827/4985-M178-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046827/4985-M178-MS28F-388R_R2.fastq.gz	1421
PRJEB30642	SAMEA5208074	ERX3120423	ERR3046833	9606	Homo sapiens	7c8ee6630943ca08abad542a3eec9bfa;ec3bc108d9abba177a298e1e8efde19d	ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046833/4985-M190-MS28F-388R_R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR304/ERR3046833/4985-M190-MS28F-388R_R2.fastq.gz	1427
